ID, TWEET, LABEL
5850,"['لطف', 'طفل', 'سلم', 'بور', 'رجف', 'ايد', 'برد', 'وقل']",sympathy
5851,"['احب', 'اشف', 'غطس', 'اوليمبياد', 'ريض', 'فضل']",joy
5852,"['داي', 'خوف', 'اكن', 'تقل', 'يخل', 'جرد', 'احس', 'رغب']",fear
5853,"['2080', 'سعد', 'قلب', 'يرب', 'قلو', 'ماتقدر', 'خبر', 'كثر', '3', 'رات', 'ونا', 'خيف']",fear
5854,"['اخد', 'يدل', 'اوليمبياد', 'موت', 'حمر', 'تمن', 'تصح']",none
5855,"['83', 'احن', 'عكم', 'سند', 'تخل', 'عنكم', 'ابد', 'ابد']",sympathy
5856,"['يرت', 'فتح', 'وتس', 'جو', 'عشق', 'نوع', 'فيش', 'رعه', 'حسس', 'لحب', '3']",joy
5857,"['بره', 'تنس', 'كور', 'لقب', 'nba', 'لعب', 'امر', 'اوليمبياد', 'اهم', 'حجه', 'لاي', 'ريض']",none
5858,"['يعن', 'وحد', 'يغن', 'قطع', 'نكب', 'عجب']",surprise
5859,"['حسس', 'صعب', 'اوي', 'وحد', 'يعش', 'خيف', 'بكر']",fear
5860,"['عيش', 'اسكندريه', 'عرف', 'بنت', 'اسكندريه', 'جرئ', 'اخر', 'لبط', 'وحد', 'خطف', 'وسط', 'بشر', 'غرب', 'فعل']",fear
5861,"['قول', 'كلم', 'سرع', 'لسر', 'اهو', 'تبق', 'تقل', 'خلص']",fear
5862,"['بنت', 'حلو', 'كدا']",surprise
5863,"['صقف', 'رقص', 'صقف', 'رقص', 'زمل']",joy
5864,"['شكل', 'لهل', 'تقل', 'لدم', 'شكل', 'بيل', 'حضرو', 'بيستهضمو', 'كمن']",surprise
5865,"['بحب', 'درس', 'بتع', 'لذل', 'حبت']",joy
5866,"['وش', 'خطت', 'اجز', 'صبح', 'ترد', 'درس', 'جمع', 'عمل', 'رقب', 'جزه', 'تسل', 'لمذ', 'ضعف', 'مزح', 'عكم', 'بقي', 'يوم']",sympathy
5867,"['al9de8', 'يرب', 'بشر', 'رات', 'اذن', 'سمع', 'خطر', 'قلب', 'بشر', 'رحم', 'غفرل', 'عفا', 'تحب', 'عفو', 'فعف', 'عنه', 'سعد', 'لف…']",joy
5868,"['gosh', '3adas', 'هجم', 'رجل', 'ايض', 'ساك', 'اول', 'يقف', 'عكم']",sympathy
5869,"['اوليمبياد', 'هتبد', 'خلص', 'اهو', 'D']",joy
5870,"['سنه', 'حله', 'ياجميل❤️❤️❤️']",love
5871,"['وفق', 'خير', 'سلم', 'سلم']",sympathy
5872,"['ربي', 'وفق', 'شرز', 'برك', 'مقد', 'بذن', 'كفو', 'تهل', 'خير', 'عاك', 'قلب', '❤️❤️❤️']",sympathy
5873,"['بقت', 'قلل', 'ذوق', 'خلص', 'وحد', 'تقل', 'مكن', 'نقل', 'حل', 'شيت', 'بكل', 'بجح', 'قولتل']",surprise
5874,"['جنب', 'لبس', 'رنس', 'اشك', 'اوليمبياد']",none
5875,"['كرث', 'خطف', 'بنت', 'اسكندريه', 'دخل', 'فضي', 'قبض', 'طفل', 'يبع', 'عسل', 'عشن', 'يمدش', 'ايد', 'يشح']",anger
5876,"['تؤد', 'دعو', 'طلب', 'باستبعاد', 'حمد', 'طلع', 'اوليمبياد', 'بسب', 'رفع', 'سعد', 'حمد', 'اولمبياد', 'ريو', '2016']",none
5877,"['بره', 'اوليمبياد', 'رسم', 'يلا', 'بيت']",surprise
5878,"['اوليمبياد', 'زفت', 'يمل']",anger
5879,"['برك', 'هدي', 'لاك', 'تفز', 'بول', 'رونز', 'ارخ', 'كوندو', 'صري', 'اوليمبياد', 'سحق']",joy
5880,"['وحد', 'لوش', 'لزم', 'تمر', 'امن', 'شخص', 'قذر', 'طلع', 'ترق', 'ريض', 'بتع', 'اوليمبياد', 'يبق', 'جبت', 'اخر', 'مين', 'عشن', 'ترق']",anger
5881,"['احن', 'لزم', 'صمت', 'اهو', 'قعد', 'فرج', 'اوليمبياد', 'لحد', 'اتش', 'خلص']",none
5882,"['لمك', 'ذكر', 'سعد', 'قلب', 'رنس', 'ارس', 'سيح', 'ورب', 'سعد', 'فؤل', 'يجب', 'طبع', 'جمل…']",love
5883,"['خيف', 'كنو', 'هيحفلو', 'جمد']",fear
5884,"['MATHORA', 'قال', 'امم', 'بغي', 'رحم', 'قال', 'بن', 'عطء', 'رحم', 'سمع', 'سور', 'وسف', 'سلم', 'محز', 'اليها']",none
5885,"['سبح', 'صره', 'وضح', 'احس', 'حجه', 'اوليمبياد']",none
5886,"['ابن', 'اخو', 'بطل', 'جمهور', 'بطل', 'عرب', 'فرض', 'قدر', 'حفظ', 'هيخش', 'اوليمبياد', 'جيه', 'بجد', 'هزر']",joy
5887,"['حكم', 'سند', 'هلل', 'اسا', 'ظلم', 'حكم', 'كاس', 'وف', 'دور', 'حكم', 'سند', 'نصر', 'اهل', 'ويم', 'جات', 'هلل', 'عرفتو', 'حكم', 'سند']",anger
5888,"['3G', 'دحك', 'قدم', 'ذمك', 'اخر', 'قفل', 'تسر', 'كلب', 'نبح', 'كمل', 'نبح', 'عشن', 'تزد']",anger
5889,"['قتل', 'وعظ', 'سلط', 'زاد', 'بلء', 'سلم', 'وسف', 'دمء', 'سلم', 'عرف', 'هنئ', 'عيش', 'رغد', 'يحث', 'قتل', 'سلم']",anger
5890,"['حدث', 'ريع', 'حصد', '6', 'روح', 'طرق', 'دمم', 'يكم', 'فصل', 'حدث']",sadness
5891,"['اه', 'تيت', 'احن', 'سرق', 'صور', 'كتر', 'هطلع', 'نكد']",sadness
5892,"['اف', 'احس', 'خيف', 'كثر']",fear
5893,"['غلط', 'عمل', 'لحظ', 'ندم', 'عليها', 'سنن', 'فكر', 'فعل', 'عمل', 'لنه', 'مكن', 'يخل', 'شخص', 'جوه']",sadness
5894,"['حيت', 'حله', 'يرض', 'قلب', 'قربك❤', 'رمز', 'رمز', 'صور', 'قبس', 'رمز', 'غرد', 'صوره…']",love
5895,"['ساذ', 'نصر', 'تحا', 'طيب', 'يصح', 'لمن', 'يتب', 'فكر', 'يكف', 'تسب', 'ديك', 'شخص', 'جهل', 'تعصب']",sympathy
5896,"['حمد', 'جمل', 'نظم', 'سيس', 'بشر', 'اسد', 'نظم', 'رهب', 'يجب', 'حكم', 'قنه', 'شرق', 'Watch', 'Elsharq', 'TV', 'chanel', 'live', 'stre…']",anger
5897,"['ثير', 'لصر', 'خدج', 'حصل', 'عفو', 'قتل', 'زوج', 'رفق', 'خلل', '2', 'سنه', 'بغب', 'دبد…']",surprise
5898,"['شهد', 'تقلش', 'خلص', 'وجع', 'شهد', 'هناكحال', 'ضبح', 'وجع', 'ؤلمل', 'غلب', 'ظلم']",sadness
5899,"['شوف', 'حوس', 'ريض', 'رجل', 'اوليمبياد', 'كبر', 'نصب', 'اعب', 'علش', 'يخد', 'يدل', 'صرف', 'ملا', 'مكن', 'دول', 'فتح', 'يهم', 'ندي', 'شعب']",none
5900,"['لسف', 'حله', 'شرك', 'اوليمبياد', 'صفر', 'كبر', 'اوليمبياد']",sadness
5901,"['badwy96', 'حـب', 'ـرزق', 'ـتـ', 'بـالـحـرام']",love
5902,"['يرب', 'اتم', 'اشف', 'بحس', 'حال', 'ويل', 'حرم', 'وقف', 'عكم', 'اسا', 'ضرف', 'ولم', 'تخل', 'عنكم', 'دعم', 'رغم', 'ضرف', 'قصد']",sympathy
5903,"['رمي', 'فالزباله']",surprise
5904,"['عجب', 'بطل', 'اوليمبياد', 'خلص', 'تمر', 'وشد', 'حيل', 'وري', 'هتعمل', '\U000fec00']",none
5905,"['رب', 'داء', 'دوء', 'شفء', 'شفؤ', 'اشف', 'ابي', 'بسط', 'صبه', 'كفر', 'اجر', 'عافيه❤']",sympathy
5906,"['زيد', 'عري', 'يمو', 'ثني', 'برا', 'ونر', 'اول', 'برا', 'وكن', 'اول', 'شوط', 'وضح', 'انش', 'اول', 'ربع', 'سعه', 'قدم', 'عظم']",love
5907,"['حرم', 'شقئ', 'اوليمبياد', 'دول', 'عرب', 'شقق', 'قنه', 'نيل', 'ريض', 'حجه', 'خلص', 'يهم', 'جو', 'تني']",none
5908,"['اتش', 'جزر', 'وهندوراس', 'اوليمبياد', 'حلو', 'نجح', 'عقد', 'لسد', 'هيفرط']",joy
5909,"['بطل', 'وان', 'قتل', 'وحش', 'ارض', 'دعش', 'رؤس', 'اعل', 'راس', 'رسل', 'جند', 'عرق']",sympathy
5910,"['شي', 'وجع', 'شاق', 'لحد', 'عنك', 'لحد', 'مو', 'الك', 'لحد', 'بلو', 'فكر', 'فيك']",sadness
5911,"['ناس', 'فضل', 'عفر', 'تمس', 'حيه', '❤']",joy
5912,"['دخل', 'شكل', 'حترم', '✋', 'رضي', 'طرطور']",anger
5913,"['يسم', 'رئع', 'تجن', 'فعل', 'بجد']",joy
5914,"['فيش', 'epe', 'طلع', 'اوليمبياد', 'D']",surprise
5915,"['خيف', 'امس', 'ايد', 'تني', 'وجع']",fear
5916,"['لنه', 'كسر', 'قلب', 'رئس', 'نخب', 'تقلب', 'تهس', 'يضح', 'علك', 'ندب', 'امر', 'صهي', 'بدل', 'عamp', 'هنرجع', 'رسي', 'لنه']",sadness
5917,"['MaDHi', 'اسا', 'ذكر', 'نزل', 'قنع', 'بان', 'تزل', 'حقق', 'حسر']",sadness
5918,"['ناس', 'يلي', 'نحب', 'حكي', 'معا', 'شعر', 'حسس', 'يصل', 'طرق', 'نبض', 'قلب', 'بال']",love
5919,"['جمع', 'اوليمبياد', 'هيب', 'كدالافتاح', 'قمه', 'جملو', 'حمد', 'حمر', 'جمل', 'Rio2016', 'OpeningCeremony']",joy
5920,"['ibrahim', '18', 'قلب', 'سيس', '✋', 'رسل', 'لسس']",sympathy
5921,"['ok25', 'ملي', 'تبع', 'عمل', 'اشف', 'شي']",sadness
5922,"['سلا', 'لحف', 'ثري', 'عسي', 'يهب', 'لطف', 'نسم', 'عطف']",sympathy
5923,"['مبتاكلش', 'معا', 'اوليمبياد', 'خلص']",none
5924,"['عبط', 'جيل', 'كتر', 'ديز', 'بـ5', 'وان', 'يصم', 'لبس', 'نيك', 'يحط', 'وجو', 'اكر', 'عليها', 'شغل', 'فلح', 'فشخ', 'يعن', 'عبد', 'وحد']",anger
5925,"['لحب', 'عتب', 'عتب', 'صغر', 'خطء', 'وان', 'سمح', 'سمح', 'كبر', 'خطء']",love
5926,"['علش', 'بدي', 'اوليمبياد', 'بيستعرضو', 'دول', 'شرك', 'ومشاركتك', 'اصل', 'عرف', 'بدل', 'رائيل', 'دلل', 'عاك']",sadness
5927,"['سول', 'بقي', 'فرج', 'اوليمبياد', 'حبا', 'فرغ', 'اده', 'توت', 'بيه']",none
5928,"['شكر', 'جزل']",joy
5929,"['هرد', 'اوليمبياد', 'حتلعب', 'كره', 'طير', 'كره', 'طير', 'شواطيء', 'كره', 'يد', 'فرق', 'ريض', 'فرد']",none
5930,"['يهب', 'عبد', 'رحم', 'بره', 'اوليمبياد', 'عشن', 'شك', 'اخد', 'نشط', 'حمد', 'رفع', 'دول', 'بكل', 'وضح', 'ولس', 'وكم', 'بجح']",sadness
5931,"['غلب', 'سيس', 'شرك', 'اوليمبياد', 'هيحاول', 'كسب', 'يدل', 'هيشح']",none
5932,"['thsen', 'عرف', 'كنه', 'وقض', 'نوم', 'غلق', 'شهت', 'اتف', 'سبب', 'سبا', 'عظي', 'فقد', 'عقل', 'غرد', 'بحچ', 'عراقيه…']",sadness
5933,"['تبع', 'هرتاح', 'حفل', 'اما', 'اوليمبياد', 'قذر', 'سيطر', 'ريمو']",none
5934,"['حكم', 'عظم', 'لغي', 'دلق', 'قدر', 'صدق']",surprise
5935,"['جون', 'حجه', 'نخب']",surprise
5936,"['ناس', 'تبع', 'اوليمبياد', 'مكن', 'تقل', 'عرف', 'مواعيد', 'ريض', 'امت', 'قنه', 'عشن', 'عيز', 'تبع', 'سمح']",none
5937,"['طلب', 'بلد', 'سعد', 'يقف', 'سمم', 'قتل', 'كلب', 'بكر', 'يجي', 'هشتاق', 'قلو', 'عقرب', 'رحمو']",anger
5938,"['Almuhandi76', 'اتر', 'عنك', 'عصب', 'وتو', 'شوب', 'سمر', 'صدق']",anger
5939,"['S', 'ALGARNI', 'يرث', 'عدك', 'صدق', 'صدق', 'خئن', 'حمد', 'زول', 'روبر', 'قرن']",anger
5940,"['حمل', '60', 'الف', 'صرو', 'امم', 'فتح', 'يله', 'جمل', 'يلي', 'صور', 'نصر', 'تبق', 'تنر', 'دره', 'لنك', 'وين', 'ماكنتمكانك', 'حنا']",joy
5941,"['ريم', 'دحت', 'مرعبتنيش', 'نتج', 'حرق', 'تحس', 'فيش', 'امل', 'هتعيد', 'سنه', 'اما', 'هيطلعو', 'ب6', 'واد', 'لخر', 'هيه', 'نجح', 'شيخ']",anger
5942,"['تحا', 'حمد', 'زول', 'كتب', 'اسم', 'صفح', 'ارخ', 'شرف', 'ردع', 'غرب', 'كتب', 'اسم', 'زبل', 'ارخ', 'شتن', 'ماب', 'ذك…']",love
5943,"['غرق', 'جنس', 'جنب', 'رفع', 'اوليمبياد', 'تبع', 'اعب', 'جيش', 'رفع', 'سعد', 'Rio2016']",none
5944,"['audin', 'ليش', 'فكر', 'سعد', 'زيك', 'حمر', 'اير', 'بطح', 'حذء', 'اير']",anger
5945,"['lashin', 'سيس', 'دول', 'فسد', 'طيب', 'عمل', 'طيب', 'خرب', 'بجد', 'ربن', 'بحد', 'تخلف', 'عقل']",anger
5946,"['عطف', 'سمي', 'تزج', 'نجب', 'طفل', 'نشئ', 'اسر', 'وفي', 'ليل', 'شتء', 'برد', 'جتمع', 'حول', 'دفه', '…', 'حمد', 'عفف']",love
5947,"['حبت', 'ويم', 'حبت']",love
5948,"['بدع', 'اشء', 'اوليمبياد', 'خسرو']",none
5949,"['اقل', 'كلم', 'تني', 'اهو', 'اوليمبياد', 'ربا']",none
5950,"['لـو', 'عهـود', 'لحب', 'ـره', 'يـا', 'قمر', 'هـن', 'علـ', 'لـو', 'ساع', 'مره', 'حتمل', 'علـش', 'عينيـ', 'طلل']",love
5951,"['سضف', 'اوليمبياد', 'شغل', 'هرج', 'هتبق', 'فكر', 'كريتف']",none
5952,"['شتق', 'قلب', 'لحب', 'قدم', 'عرف', 'عاه', 'طعم', 'حيه', 'لحب', 'عشن', 'عاه', 'جمل', 'حيه']",love
5953,"['برح', 'حقه', 'خيف', 'عليها', 'اخف', 'تطح', 'شيء', 'محد', 'عها']",fear
5954,['ربه'],surprise
5955,"['احب', 'مرغ', 'لنك', 'جمل', 'لنك', 'عمق', 'عشق', 'جمل', 'عده', 'حمق']",joy
5956,"['عرفش', 'هزو', 'خيف']",fear
5957,"['صوت', 'يضح', 'بزا', 'بيت', 'يضي', 'يمي', '♥', 'بوح', 'كلم', 'جرح', 'بحر', 'كوت', 'سعد', 'خلج', 'صوت', 'جرح', 'خبر', 'رسل', 'زجج', 'عطر']",love
5958,"['عشم', 'طلع', 'فضي', 'تبق', 'كبر', 'قلب', 'مكن', 'تخد']",sadness
5959,"['رده', 'طمح', 'صري', 'فقد', 'دعم', 'ومك', 'اوليمبياد', 'اهي', 'كشف', 'ولف', 'ظار', 'لعب', 'يفتقدابطال', 'ديد', 'عون', 'ريو2016']",none
5960,"['دول', 'وفي', 'مدخلتش', 'اوليمبياد']",surprise
5961,"['اسك', 'قلب', 'خيف', 'وقت', 'اقي', 'قرر', 'جمهور', 'عدم', 'عود', 'خرج', 'حذر', 'بلح', 'ابو', 'سعد', 'خلص', 'كلم']",fear
5962,"['قرب', 'الن', 'لهد', 'عنق', 'فرق', 'نبض', 'نبض', 'حضن', 'ضم', 'عنق']",love
5963,"['نظر', 'وفد', 'وسط', 'وفد', 'دول', 'اوليمبياد']",none
5964,"['شيف', 'رفع', 'سعد', 'اوليمبياد', 'غلط', 'يبق', 'سفر', 'قطن', 'لف', 'منع', 'عنك', 'عقب', 'دفع', 'بلد', 'غلط', 'عيب', 'فيك']",none
5965,"['3otaibi', 'نظر', 'شعر', 'بشد', 'برد', 'مدي', 'عنا', 'خون', 'فخا', 'بحج', 'دعم', 'خصه', 'بدي', 'فصل', 'شت…']",sympathy
5966,"['حرق', 'اوليمبياد', 'حرق', 'تنس', 'طال', 'ديرير', 'بكل', 'ارح', 'يعن']",anger
5967,"['ونا', 'هيسل', 'اوليمبياد', 'خلص']",fear
5968,"['نسب', 'نوي', 'حرف', 'نجم', 'بجد', 'احن', 'عيز', 'صحل', 'يعن']",sadness
5969,"['برك', 'رنش', 'تهل', 'ابن', 'لول', 'رنا', 'سمح']",joy
5970,"['لسف', 'طلع', 'غلط', 'حصل', 'كدا', 'بطل', 'هولند', 'كفتج', 'علقو', 'اوليمبياد', 'قلو', 'علش', 'مره']",none
5971,"['بحب', 'فرج', 'جدا', 'حفل', 'فاح', 'بتع', 'بطل', 'مست', 'حفل', 'اوليمبياد', 'صبح', 'OpeningCeremony', 'Rio2016']",joy
5972,"['حمدال', 'ولي', 'حمد', 'حمد']",joy
5973,"['خيف', 'يعن', 'خصه', 'شعر', 'رقع']",fear
5974,"['احن', 'حنخد', 'يدل', 'بقي', 'اوليمبياد', 'احن']",none
5975,"['اعي', 'نظر', 'يكم', 'قلب', 'خفق', 'عكم', 'ربي', 'حفظ', 'عرق', 'شعب', 'صدق', 'حرس', 'شر', 'عظم', 'رجء', 'كرم', 'عطء', 'يله']",sympathy
5976,"['SA', 'كفن', 'ميت', 'وكف', 'حرم', 'شيخ', 'ابن', 'باز', 'رحم']",sympathy
5977,"['bh6x6', 'مجن', 'فيك', 'تلف', 'عقل', 'جنن', 'عشق']",love
5978,"['سيناريست', 'صري', 'هجم', 'زول', 'فور', 'وفت']",anger
5979,"['قرر', 'خصص', 'عمرو', 'شوب', 'عرفش']",surprise
5980,"['يحق', 'عتو', 'كهذ', 'دره', 'شؤن', 'دول', 'كمل', 'حول', 'رمب', 'رمب', 'رئس', 'امر']",surprise
5981,"['دقن', 'ولد', 'نه♡']",joy
5982,"['احس', 'نخب', 'جمع', 'يبد', 'شور', 'اوليمبياد']",none
5983,"['حضر', 'خيف', 'نتج', 'محن', 'كتر', 'خفت', 'the', 'conjuring']",fear
5984,"['lam', 'خاب', 'ظني', 'عرب', 'سلو', 'لسب', 'فكل', 'شيء', 'حول', 'يقص', 'عتب', 'قصه', 'ارخ', 'لدم', 'كتب', 'اسف', 'عرب', 'قدس', 'نبر', 'حر…']",sadness
5985,"['سبك', 'صحب', 'قول', 'شهر', 'برا', 'دور', 'اول', 'ظلم', 'امم', 'فرق', 'هلل', 'حفظ', 'فهم']",surprise
5986,"['ناس', 'تصح', 'تضح', 'فئل', 'واح', 'نصح', 'شتم', 'لقح', 'كلم', 'هاشتاج', 'بدي', 'يوم', 'ابد', 'رحمو']",surprise
5987,"['اري', 'عته', 'اتف', 'انس', 'طبل', 'عبد', 'حكم', 'حمد', 'وسي']",anger
5988,"['عرق', 'لحد', 'دلق', '3كر', 'قئم', 'بتع', '5انفراد', 'ضيع', 'اقي', 'فرق', 'لعب', 'اوليمبياد']",none
5989,"['تهل', 'خير', 'وهذ', 'هيب', 'غرب', 'فهد']",joy
5990,"['rero4', 'al3od', 'روع', 'غيه', 'عبر']",joy
5991,"['سلط', 'ترد', 'تضق', 'حمل', 'قمع', 'واستهداف', 'شعر', 'ركع', 'شعب', 'بحر', 'سقط', 'شهد', 'حيك', 'جهد', 'هبء', 'نث…']",anger
5992,"['H', 'شكر', 'فخم', 'خلد', 'بذل', 'نظف', 'سحه', 'فنه', 'برع', 'حاج', 'اجد', 'رشد']",love
5993,"['لحل', 'وحد', 'علش', 'تلم', 'يدل', 'اوليمبياد', 'عمل', 'سبق']",none
5994,"['شجع', 'اوليمبياد', 'ايم', 'نشر', 'لعب', 'فزن', 'بذن', 'نشر', 'ايم', 'كثر', 'مهد', '10', 'ايم']",none
5995,"['IHFC20', 'خيف']",fear
5996,"['تبع', 'تدر', 'تبع', 'غبت', 'ناب', 'خوف', 'واه', 'لمر', 'كني', 'هتم', 'لمر', 'حنا', 'شوق']",fear
5997,"['لهذ', 'درج', 'امل', 'هيلار', 'كلن', 'بمذ', 'وعد', 'وكم', 'مول', 'اخذ', 'سبح', 'حول', 'صدم', 'صعب']",surprise
5998,"['عظم', 'كبرياء', 'قلب', 'بد', 'ينح', 'لمن', 'احب', 'صدق', '♡', 'كلم', 'جمل', 'كبرياء', 'قلب', 'در']",love
5999,"['يمكن', 'لوي', 'ذرع', 'فهي', 'ام', 'دنا', 'وام', 'حضر', 'ظرف', 'قسي', 'رجل', 'اقس', 'ازم', 'تعد', 'عرق', 'عكم', 'قلب', 'قلب']",sympathy
6000,"['شكر', 'شرك', 'مشاهير', 'دور', 'فعل', 'جاح', 'حفل', 'قدم', 'شكر', 'ساذ', 'عبدالمحسن', 'شبب', 'قثم', 'وخا', 'جند', 'سل…']",joy
6001,"['عون', 'نسل', 'يعن', 'وكل', 'سلم']",sympathy
6002,"['حور', 'خول', 'نسو']",anger
6003,"['كره', 'ظلم', 'عرق', 'وبالتالي', 'غدر', 'اوليمبياد', 'عدل', 'جنب', 'فرق', 'تهل', 'رازيل', 'رفق', 'دنمار', 'فوز', '4', '0']",none
6004,"['بسم', 'رحم', 'رحم', 'دخل', 'ذكر', 'جاب', 'وبل', 'ايد']",surprise
6005,"['ورط', 'قلب', 'حبـ', '❤', 'غزل', 'بوح', 'احب', 'خطر', 'دنت', 'دعم', 'نبض', 'جنن', 'دعم', 'قرب', 'عبدل', 'دعم…']",love
6006,"['ولم', 'يجد', 'شعب', 'رفق', 'ويح']",sadness
6007,"['اسه', 'ابك', 'شهد', 'يرب', 'رحم', 'بهل', 'يمن']",sympathy
6008,"['فرح', 'بشف', 'تجنس', 'خليج', 'خسر', 'اوليمبياد', 'صرح', 'D']",joy
6009,"['ربع', 'قسو', 'يتم', 'مسك', 'فقر']",sympathy
6010,"['برز', 'غئب', 'اوليمبياد', 'Olympics']",none
6011,"['اوليمبياد', 'ديه', 'جمل', 'فشخ', 'يخا', 'فرح', 'كسب', 'كني', 'جمهور', 'احس', 'حدث', 'ريض', 'وحد', 'يشف', 'فعل']",joy
6012,"['احس', 'بغل', 'وام', 'عرف', 'ترب', 'كوس']",anger
6013,"['مواعيد', 'كره', 'قدم', 'نسي', 'اوليمبياد', 'امت', 'جدع', 'بحب', 'تبع', 'مره']",none
6014,"['جيش', 'عرب', 'سور', 'يحق', 'امل', 'عهر', 'جيش', 'فتح', 'وصل', 'جني', 'لحر', 'حلب', 'نصر', 'يحا', 'جيش', 'عرب', 'سور']",anger
6015,"['lc', 'فرض', 'سعر', 'وفر', 'خيف', 'ارح', 'قهر', 'جلط', 'قسم', 'بله']",fear
6016,"['alenzi', 'Almuhandi76', 'سلم', 'حبب', 'عنز', 'عرف', 'اجد', 'هند', 'زمن', 'شهد', 'شهد', 'اسل', 'عنه', 'يوم', 'قيم', 'خلق', 'كرم…']",joy
6017,"['Zahlan', 'ام', 'ثلك', 'فقد', 'عئل', 'زوج', 'بنئ', 'قضا', 'جمع', 'قصف', 'طير', 'قذر', 'بوت', 'حي', 'شعر', 'شرق', 'نسل', 'يذق', 'خذلها…']",sympathy
6018,"['معا', 'بنء', 'حوز', 'قلب', 'عاش', 'سكم', 'بسء', 'فرح', 'فرح', 'نحز', 'لحز', 'نسل', 'نصر', 'ول…']",sympathy
6019,"['متي', 'الن', 'زبل', 'متي', 'تصل', 'ليف', '4g', 'طقت', '3g', 'شرط', 'وحد', 'اسك', 'برد']",anger
6020,"['2nd', 'حلل', 'عمل', 'برج', 'عمل', 'قرن', 'دول', 'عمل', 'عوم', 'حصل', 'صرح', 'رعب', 'حعمل', 'نشن']",fear
6021,"['فوز', 'قول', 'لسعيدالشهير', 'عيب', 'ترق', 'شيخ', 'زهر', 'طبخ', 'حترم', 'شاخ', 'شهد']",anger
6022,"['تضم', 'طبء', 'عمن', 'ومع', 'طلب', 'نفذ', 'طلب', 'سرع', 'وقت', 'ضرب', 'طبء', 'عمانين5']",sympathy
6023,"['دول', 'اسم', 'فيچ', 'اوليمبياد', 'احن']",none
6024,"['فهم', 'حجه', 'قولو', 'تحمس', 'بسط', 'اغن', 'DoaElSebai', 'دعء']",joy
6025,"['غزه', 'ظل', 'قطع', 'كهرباء', 'وكل', 'وحد', 'سب', 'شكل', 'قيت', 'سوء', 'قرب']",anger
6026,"['ـكـ', 'سكـ']",sadness
6027,"['مار', 'يول', 'يضح', 'بيه', 'ناس']",anger
6028,"['سعد', 'ثلث', 'سمن', 'سمن', 'زوج', 'بلع', 'بلع', 'عشن', 'ماياخذ', 'هع']",joy
6029,"['مين', 'عيل', 'هطل', 'بعث', 'اوليمبياد', 'رفع', 'سعد']",surprise
6030,"['خيف', 'حرجو']",fear
6031,"['نمل', 'قدم', 'جال', 'طبع', 'نؤد', 'شكل', 'جيد', 'اوليمبياد', 'ثلث', 'كمل', 'ساذ', 'نبل', 'متي', 'نظل', 'هكذ']",sadness
6032,"['اما', 'بقي', 'لعب', 'اوليمبياد', 'هست', 'شجع', 'واتابهعم', 'تني', 'لان', 'مره', 'است', 'خسر', 'دعل', 'نتو', 'بقي']",none
6033,"['قسي', 'فري', 'دنا', 'تبس', 'فيض', 'كرم', 'خلق', 'تدس', 'بقي']",surprise
6034,"['نخب', 'طير', 'بتع', 'تحس', 'دخل', 'اوليمبياد', 'غصب', 'عنه', 'voleybal']",anger
6035,"['yeni', 'خيف', 'لاتناقشيه']",fear
6036,"['هنرجع', 'تني', 'تغط', 'اوليمبياد']",none
6037,"['صحح', 'احد', 'فرد', 'بعث', 'اوليمبياد', 'رفع', 'دول', 'اخر', 'صحح', 'جرء', 'تم', 'معه']",none
6038,"['اعن', 'طبق', 'كدح', '❤️❤️']",sympathy
6039,"['طبع', 'امر', 'جمل', 'بلد', 'خلج', 'بدي', 'ثال', 'لسف', 'خني', 'تعبيرعلي', 'عمم', 'عرب', 'لهمش', 'اوليمبياد', 'زمن', 'لسف']",sadness
6040,"['شاركو', 'حرر', 'هالوسم', 'بوت', 'نقم', 'طفل', 'حلب', 'قرب', 'اغل', 'وطن', 'حلب', 'قتل']",anger
6041,"['شاب', 'سعد', 'ضرب', 'عمل', 'نظف', 'ابك', 'لسف', 'يوم', 'نشر', 'مقط', 'عدء', 'شغل', 'جني', 'يفل', 'عقب', 'نه…']",sympathy
6042,"['ناس', 'خيف', 'تجز', 'كثر', 'ظل', 'ظرف', 'عصب', 'تمر', 'بلد', 'عرف', 'نو', 'فكر', 'D']",fear
6043,['برد'],surprise
6044,"['احه', 'بقي', 'حكم', 'اتش']",anger
6045,"['حسس', 'ونت', 'عيز', 'جنب', 'هتم', 'بيك', 'كفي', 'عيز', 'ناس']",sadness
6046,"['رنا', 'سمح', 'قلب', 'غبش', 'عنا', 'لنك', 'سرق', 'قلب', 'كلن', 'رنا', 'سمح', 'حر']",sadness
6047,"['شعر', 'انگ', 'سؤل', 'روح', 'اخر', 'مگث', 'دخل', 'قلبگ', 'جسدگ']",love
6048,"['صبح', 'ثلا']",joy
6049,"['رمس', 'يشت', 'نور', 'ويج', 'يقل', 'قاذ', 'خرف', 'فضل', 'حرس']",love
6050,"['15', 'عشق', 'يسل', 'عني', 'ليم', 'كثرم', 'مره', 'فان', 'يكن', 'فهو', 'جرد', 'كلم', 'قيصر']",love
6051,"['13814', 'لني', 'ارد', 'نزل', 'عكم', 'تغر', 'نشم', 'ثور', 'غلب']",sympathy
6052,"['طبع', 'عيز', 'صين', 'كسب', 'اوليمبياد', 'امر']",none
6053,"['تضح', 'تقل', 'عمل']",surprise
6054,"['Retweted', 'عدل', 'بن', 'قدر', 'خطء', 'نرض']",none
